artifact_slug,artifact,engine,exercise_id,type,parent_exercise,phase,name,mode,tag,sets,reps,rest_s,hold_s,routine_refs,variant_count,video,cue
rodillas,Rodillas sin dolor,strength,revLunge,main,,,Zancada atrás con rodilla arriba,,Sin equipo,3,12 por pierna,60,,1,0,,"Paso atrás a la zancada y, sin pausa, sube esa rodilla al pecho en un solo movimiento. La mitad del ejercicio es no tambalearte al subir. Rodilla de adelante en la línea del segundo dedo."
rodillas,Rodillas sin dolor,strength,copenhagen,main,,,Plancha copenhague (modificada),,Silla o sillón,3,20-30s por lado,45,,1,0,,Plancha lateral con la rodilla de arriba apoyada en una silla y la pierna de abajo despegada. Cuerpo en línea. Trabaja los aductores.
rodillas,Rodillas sin dolor,strength,stepDown,main,,,Step-down excéntrico,,Escalón,3,10 por pierna,60,,1,0,,"De pie en un escalón, baja el otro pie hacia el piso en 3-4 segundos y sube rápido. La lentitud de la bajada es todo el ejercicio. Rodilla sobre el segundo dedo."
rodillas,Rodillas sin dolor,strength,wallSitLoaded,main,,,Sentadilla isométrica en pared,,Pared · disco opcional,3,45s,60,,1,0,,"Espalda contra la pared, rodillas a ~90°. Empuja los talones como si quisieras arrastrarlos hacia atrás. Puedes poner un disco sobre los muslos. Si hoy la rodilla molesta, empieza por aquí."
rodillas,Rodillas sin dolor,strength,bulgarianW,main,,,Búlgara con mancuernas,,Mancuernas,3,8-10 por pierna,90,,1,0,,"Pie de atrás elevado, mancuernas a los lados, pecho arriba. Rodilla de adelante sobre el segundo dedo. Suma peso solo cuando las repeticiones salgan sin que la rodilla se meta."
rodillas,Rodillas sin dolor,strength,rdl,main,,,Peso muerto rumano,,Barra o mancuernas,3,10-12,90,,1,0,,"Barra o mancuernas. Bisagra de cadera, no sentadilla: los glúteos van hacia atrás y las rodillas casi no se mueven. Espalda larga."
rodillas,Rodillas sin dolor,strength,legPress,main,,,Prensa a una pierna,,Prensa,3,10 por pierna,90,,1,0,,"Un pie en la plataforma, alto y levemente hacia afuera, para cargar glúteo y vasto interno. Controla la bajada; no rebotes abajo. La rodilla viaja en la línea del segundo dedo."
rodillas,Rodillas sin dolor,strength,cableAbd,main,,,Abducción de cadera en polea,,Polea baja,3,12-15 por lado,45,,1,0,,"Tobillera en la polea baja, de costado a la máquina. Barre la pierna hacia afuera. El tronco se queda quieto: si te inclinas al otro lado, baja el peso."
rodillas,Rodillas sin dolor,strength,cableAdd,main,,,Aducción en polea o máquina,,Polea o máquina,3,12-15 por lado,45,,1,0,,"De costado a la polea o en la máquina de aductores. Cierra la pierna en rango completo, sin rebote. El tronco no se inclina para ayudar."
rodillas,Rodillas sin dolor,strength,legExt,main,,,Extensión de rodilla (rango terminal),,Máquina,3,15,45,,1,0,,"En la máquina, solo los últimos 30°: de rodilla apenas flexionada a estirada, peso moderado, aprieta arriba. El rango completo cizalla; este pedazo aísla el vasto interno."
rodillas,Rodillas sin dolor,strength,rollQuad,main,,,Rodillo: cuádriceps,,Foam roller,1,60-90s por lado,,,1,0,,"Boca abajo, el muslo sobre el rodillo, del pliegue de la cadera hasta justo arriba de la rótula. Presión media: si tienes que aguantar la respiración, es demasiada. Cuando encuentres un punto sensible, párate ahí y flexiona y estira la rodilla."
rodillas,Rodillas sin dolor,strength,rollTFL,main,,,Rodillo: TFL,,Foam roller,1,60-90s por lado,,,1,0,,"El músculo arriba y adelante de la cadera, donde nace la banda iliotibial. No ruedes la cintilla en el costado del muslo: es tendón, no músculo. Rueda aquí arriba."
rodillas,Rodillas sin dolor,strength,rollCalf,main,,,Rodillo: vientre del gemelo,,Foam roller,1,60-90s por lado,,,1,0,,"Solo la parte carnosa del gemelo: nunca pases el rodillo por el tendón — es tejido muy inervado y la fricción ahí solo lo empeora. Sentado, el gemelo sobre el rodillo y la otra pierna cruzada encima para cargar. Cuando encuentres el punto que más se queja, párate ahí en vez de ir y venir rápido."
rodillas,Rodillas sin dolor,strength,couch,main,,,Couch stretch,,Pared,1,2 min por lado,,,1,0,,"De rodillas de espaldas a una pared o a la base de la cama, empeine de atrás apoyado y el otro pie adelante en zancada. Mete la pelvis y aprieta el glúteo de la pierna de atrás antes de subir el tronco. Sin eso, la pelvis rota y el estiramiento se lo lleva la lumbar en vez del psoas y el cuádriceps. Casi nadie necesita subir tanto como cree."
rodillas,Rodillas sin dolor,strength,pigeon,main,,,Postura de la paloma,,Sin equipo,1,2 min por lado,,,1,0,,"Pierna de adelante flexionada cruzada bajo el cuerpo, la de atrás estirada y alineada, no abierta al costado. Inclínate desde la cadera y respira. No forcejees. Si la rodilla molesta, eleva la cadera con una almohada."
hombro,Hombro del nadador,strength,rollLat,main,,,Rodillo: dorsal,,Rodillo,1,60-90s por lado,,,1,0,,"De costado, rodillo justo debajo de la axila, sobre el costado de las costillas. Cuando un punto se queje, frena y sube y baja el brazo despacio. Ese barrido despega más que seguir rodando."
hombro,Hombro del nadador,strength,ballPec,main,,,Pelota: pectoral menor,,Pelota de tenis,1,60s por lado,,,1,0,,"Coloca la pelota bajo la clavícula, por dentro del frente del hombro. Presión suave y quieta: esta zona no se rodea, se sostiene. No aplastes — aquí hay nervios y tendones, y esto no es un punto para pelear."
hombro,Hombro del nadador,strength,openBook,main,,,Libro abierto,,Sin equipo,1,8 por lado,,,1,0,,"De costado, rodillas flexionadas y apiladas, brazos juntos adelante. Abre el brazo de arriba siguiéndolo con la mirada y deja las rodillas quietas. Si las rodillas se separan, la rotación se te fue a la lumbar."
hombro,Hombro del nadador,strength,thoracicExt,main,,,Extensión torácica en el rodillo,,Rodillo,1,8 respiraciones,,,1,0,,"Rodillo cruzado bajo la espalda alta, manos detrás de la nuca. Extiende hacia atrás soltando el aire y muévelo dos dedos hacia arriba, segmento por segmento. Los glúteos quedan apoyados: nunca debajo de las últimas costillas, ahí se extiende la lumbar."
hombro,Hombro del nadador,strength,wallAngel,main,,,Ángeles en la pared,,Pared,2,12,30,,1,0,,"Espalda contra la pared, lumbar pegada, brazos en W con codos y dorso de las manos tocando. Sube y baja sin despegar nada. Frena exactamente donde algo se despegue: hasta ahí llega tu rango de hoy, y forzar más no lo agranda."
hombro,Hombro del nadador,strength,serratusSlide,main,,,Deslizamiento de antebrazos en pared,,Pared,2,10,30,,1,0,,"De frente a la pared, antebrazos apoyados. Deslízalos hacia arriba y, arriba del todo, empuja la pared como si quisieras alejarte, dejando que los omóplatos se abracen a las costillas. Ese último empujón es el serrato."
hombro,Hombro del nadador,strength,isoER,main,,,Rotación externa isométrica,,Marco de puerta,3,30s por lado,30,,3,0,,"Codo pegado a las costillas a 90°, dorso de la muñeca contra el marco de una puerta o una pared. Empuja hacia afuera al 50% y sostén, sin que nada se mueva. Que el hombro no se vaya adelante y el codo no se separe del cuerpo."
hombro,Hombro del nadador,strength,pushPlus,main,,,"Flexión ""plus"" (protracción)",,Sin equipo,3,10-12,45,,3,0,,"Plancha alta — o de rodillas, o contra la pared si el hombro está sensible. Flexión normal y, arriba, con los codos ya estirados, empuja el piso un poco más hasta que la espalda alta se redondee. Ese centímetro extra es el ejercicio."
hombro,Hombro del nadador,strength,sideLyingER,main,,,Rotación externa acostado de costado,,Sin equipo,3,15-20 por brazo,45,,1,0,,"De costado, brazo de arriba con el codo pegado a las costillas (una toalla abajo ayuda) y flexionado a 90°. Gira el antebrazo hacia el techo. Poco o nada de peso, muchas repeticiones."
hombro,Hombro del nadador,strength,doorRow,main,,,Remo en el marco de la puerta,,Marco de puerta,3,12 por brazo,45,,1,0,,"Agarra el marco con una mano, pies cerca, y déjate caer hacia atrás con el cuerpo derecho. Tracciona. Codo atrás pegado al cuerpo, omóplato abajo. Si sientes el cuello, el trapecio superior te ganó."
hombro,Hombro del nadador,strength,proneIYT,main,,,I-Y-T boca abajo,,Sin equipo,3,8 en cada posición,60,,2,0,,"Boca abajo, frente apoyada, pulgares al techo. Despega los brazos adelante (I), en diagonal (Y) y en cruz (T). Omóplatos hacia abajo, nunca hacia las orejas. Sin peso hasta que salgan las repeticiones sin encoger el hombro."
hombro,Hombro del nadador,strength,bandER,main,,,Rotación externa con banda,,Banda elástica,3,15-20 por brazo,45,,1,0,,"Banda atada a un picaporte, de costado. Codo pegado a las costillas con una toalla enrollada abajo. Gira el antebrazo hacia afuera. Si tiras con el cuerpo, la banda es demasiado dura."
hombro,Hombro del nadador,strength,bandFacePull,main,,,Face pull con banda,,Banda elástica,3,15,45,,1,0,,"Banda a la altura de la cara. Trae las manos hacia la frente, codos atrás, y gira las manos hacia arriba hasta terminar como haciendo bíceps."
hombro,Hombro del nadador,strength,scapPullUp,main,,,Dominada escapular,,Barra,3,8-12,60,,1,0,,"Colgado, brazos estirados. Sin flexionar los codos, junta los omóplatos hasta subir dos o tres centímetros. Sostén 2 segundos y baja."
hombro,Hombro del nadador,strength,cableER,main,,,Rotación externa en polea,,Polea baja,3,15 por brazo,45,,1,0,,"Polea a la altura del codo, codo pegado, toalla entre codo y costillas. Rota hacia afuera. Peso bajo y sin tirones: aquí no se busca carga, se busca calidad."
hombro,Hombro del nadador,strength,inclineRow,main,,,Remo con mancuernas en banco inclinado,,Banco inclinado,3,12,60,,1,0,,"Boca abajo sobre el banco a 30-45°. Rema apretando el medio de la espalda, omóplatos abajo. El banco saca la lumbar de la ecuación."
hombro,Hombro del nadador,strength,bottomsUp,main,,,Press de kettlebell invertida,,Kettlebell liviana,3,8 por brazo,60,,1,0,,"Kettlebell al revés, pesa apuntando al techo, y presiona por arriba. Empieza ridículamente liviana: mantenerla derecha exige del manguito. Ahí se nota si el hombro ya está estable."
hombro,Hombro del nadador,strength,crossBody,main,,,Estiramiento cruzado de hombro,,Sin equipo,1,90s por lado,,,1,0,,"Lleva el brazo cruzado por delante del pecho y sostenlo por arriba del codo, nunca desde la muñeca. Antes de tirar, baja el omóplato y no dejes que el hombro viaje adelante: si el omóplato se corre, estiras la espalda y no la parte de atrás del hombro. Tiene que sentirse atrás, nunca un pinchazo adelante."
hombro,Hombro del nadador,strength,childLat,main,,,Postura del niño con sesgo dorsal,,Sin equipo,1,2 min,,,1,0,,"Sentado sobre los talones, brazos adelante. Camina las dos manos bien hacia la izquierda para estirar el dorsal derecho, respira, y después hacia la derecha."
core-ciclista,Core del ciclista,strength,catcow,main,,,Gato-camello,,Sin equipo,1,10 repeticiones,,,1,0,,"En cuadrupedia, alterna redondear y arquear la columna al ritmo de la respiración. Muévete desde la pelvis y deja que la columna la siga vértebra por vértebra — no en bloque, y no solo cuello y hombros. Esto es control pélvico y articular, no un estiramiento. Rango cómodo, no máximo."
core-ciclista,Core del ciclista,strength,thread,main,,,Thread the needle,,Sin equipo,1,8 por lado,,,1,0,,"En cuadrupedia, pasa un brazo por debajo del cuerpo hasta apoyar el hombro; después abre el mismo brazo hacia el techo siguiéndolo con la mirada. La cadera se queda quieta y encuadrada: la rotación sale de la columna dorsal, no de la lumbar."
core-ciclista,Core del ciclista,strength,birddog,main,,,Bird dog,,Sin equipo,1,10 por lado,,,1,0,,"En cuadrupedia, extiende brazo y pierna contrarios hasta la línea del tronco y sostén dos o tres segundos. La cadera queda cuadrada al piso y la lumbar quieta: si se abre hacia un costado o la espalda se arquea, baja la pierna. Imagina un vaso de agua sobre la lumbar que no se puede volcar. Aprieta el glúteo al estirar la pierna."
core-ciclista,Core del ciclista,strength,bridge,main,,,Puente de glúteos,,Sin equipo,1,15 repeticiones,,,1,0,,"Pies cerca de los glúteos. Sube la cadera empujando con los talones y sostén dos segundos arriba apretando los glúteos. La pausa es el ejercicio; sin ella son solo repeticiones. Baja controlado, sin arquear la lumbar. Si lo sientes en los isquios, acerca los pies."
core-ciclista,Core del ciclista,strength,deadbug,main,,,Dead bug,,Anti-extensión,1,12-15 por lado,15,,1,0,,"Boca arriba, brazos al techo y rodillas a 90°. Extiende brazo y pierna contrarios, lentos, sin que la lumbar se despegue del piso. Exhala al extender: es la exhalación la que aplana la espalda, no la fuerza abdominal. Si la lumbar se levanta, baja menos la pierna. El objetivo es control, no velocidad."
core-ciclista,Core del ciclista,strength,bearTaps,main,,,Plancha de oso con toques de hombro,,Anti-rotación,1,16-20 toques,15,,1,0,,Cuadrupedia con las rodillas despegadas unos centímetros. Toca el hombro contrario. La cadera no bascula ni un grado.
core-ciclista,Core del ciclista,strength,sidePlank,main,,,Plancha lateral con elevación de pierna,,Anti-flexión lateral,1,30-40s por lado,15,,1,0,,"Antebrazo debajo del hombro, cuerpo en línea, cadera arriba. Una vez estable, sube y baja la pierna de arriba controlada. Oblicuos y glúteo medio."
core-ciclista,Core del ciclista,strength,slBridge,main,,,Puente de glúteos a una pierna,,Cadena posterior,1,12-15 por pierna,15,,1,0,,"Un talón apoyado cerca de los glúteos, la otra rodilla abrazada al pecho. Empuja con el talón y aprieta el glúteo arriba. Si lo sientes en la lumbar, mete la pelvis y baja la altura: la idea es aislar el glúteo, no que el psoas haga el trabajo."
core-ciclista,Core del ciclista,strength,crossReach,main,,,Plancha con alcance cruzado,,Anti-rotación,1,10-12 alcances,15,,1,0,,"Plancha alta. Estira una mano lejos y cruzada, pasando la línea de la otra mano, lento. La cadera no rota ni se hunde."
core-ciclista,Core del ciclista,strength,longPlank,main,,,Plancha larga,,Anti-extensión,1,20-30s,75,,1,0,,"Plancha de antebrazos con los codos bastante más adelante que los hombros. Pelvis metida, costillas abajo. Busca la distancia donde aguantas el bloque sin que la lumbar se hunda."
core-ciclista,Core del ciclista,strength,hipflex,main,,,Psoas con apriete de glúteo,,Posición de caballero,1,60s por pierna,,,1,0,,"Media rodilla, pie de adelante plano. Mete la pelvis y aprieta fuerte el glúteo de la pierna de atrás antes de avanzar la cadera. Sin ese apriete estás estirando la lumbar y no el psoas: ese apriete es el ejercicio."
core-ciclista,Core del ciclista,strength,child,main,,,Postura del niño,,Sin equipo,1,1-2 min,,,1,0,,"Sentado sobre los talones, brazos largos adelante, frente al piso. Respira profundo hacia la espalda baja y deja que la cadera baje un poco más con cada exhalación. El objetivo es bajar revoluciones, no estirar más."
core-corredor,Core del corredor,strength,catcow,main,,,Gato-camello,,Sin equipo,1,10 repeticiones,,,1,0,,"En cuadrupedia, alterna redondear y arquear la columna al ritmo de la respiración. Muévete desde la pelvis y deja que la columna la siga vértebra por vértebra — no en bloque, y no solo cuello y hombros. Esto es control pélvico y articular, no un estiramiento. Rango cómodo, no máximo."
core-corredor,Core del corredor,strength,thread,main,,,Thread the needle,,Sin equipo,1,8 por lado,,,1,0,,"En cuadrupedia, pasa un brazo por debajo del cuerpo hasta apoyar el hombro; después abre el mismo brazo hacia el techo siguiéndolo con la mirada. La cadera se queda quieta y encuadrada: la rotación sale de la columna dorsal, no de la lumbar."
core-corredor,Core del corredor,strength,birddog,main,,,Bird dog dinámico,,Sin equipo,1,10 por lado,,,1,0,,"En cuadrupedia, extiende brazo y pierna contrarios hasta la línea del tronco y alterna sin pausas largas. Espalda plana, como un vaso de agua en la lumbar."
core-corredor,Core del corredor,strength,bridgeMarch,main,,,Puente con marcha,,Sin equipo,1,20 repeticiones,,,1,0,,"Puente arriba y sostenido. Desde ahí despega un pie unos centímetros, apoya, y cambia. La cadera no baja y no rota. Despacio: esto es control, no repeticiones."
core-corredor,Core del corredor,strength,deadbugPress,main,,,Dead bug con presión isométrica,,Anti-extensión,1,10-12 por lado,15,,1,0,,"Boca arriba, rodillas a 90°, palmas contra los muslos. Empuja las piernas hacia ti y resiste con las manos; sin soltar esa tensión, extiende brazo y pierna contrarios hacia el suelo sin tocarlo. La lumbar empuja el piso todo el tiempo."
core-corredor,Core del corredor,strength,sidePlankKnee,main,,,Plancha lateral con rodilla al pecho,,Anti-flexión lateral,1,10-12 por lado,15,,1,0,,"Antebrazo bajo el hombro, cadera arriba y en línea. Ya estable, lleva la rodilla de arriba al pecho y vuelve a extender. La cadera de abajo no baja ni un centímetro."
core-corredor,Core del corredor,strength,plankReach,main,,,Plancha alta con alcance al frente,,Anti-rotación,1,16-20 alcances,15,,1,0,,"Plancha alta, pies a la anchura de los hombros. Estira un brazo hacia adelante, sostén 2 segundos y baja. Costillas abajo y cadera quieta."
core-corredor,Core del corredor,strength,slBridgeIso,main,,,Puente a una pierna isométrico,,Cadena posterior,1,30-40s por pierna,15,,1,0,,"Un talón cerca de los glúteos, la otra rodilla al pecho. Sube hasta alinear rodilla, cadera y hombro y quédate. Si lo sientes en la lumbar o en los isquios, mete la pelvis y baja la altura."
core-corredor,Core del corredor,strength,lungeRot,main,,,Zancada inversa con rotación,,Rotación · integración bípeda,1,10-12 por pierna,15,,1,0,,"Paso atrás a zancada. Abajo, brazos al frente, rota el tronco hacia la pierna de adelante, vuelve al centro y sube. La rodilla de adelante no se mete."
core-corredor,Core del corredor,strength,slDeadlift,main,,,Peso muerto a una pierna,,Apoyo unipodal,1,8-10 por pierna,75,,1,0,,"De pie en una pierna, rodilla apenas flexionada. Lleva el tronco adelante y la pierna libre atrás hasta quedar en una sola línea, y vuelve sin apoyar. La cadera libre no se abre: las dos crestas ilíacas miran al piso. Si te tambaleas, acorta el rango antes que tocar el piso."
core-corredor,Core del corredor,strength,hipflex,main,,,Psoas con apriete de glúteo,,Posición de caballero,1,60s por pierna,,,1,0,,"Media rodilla, pie de adelante plano. Mete la pelvis y aprieta fuerte el glúteo de la pierna de atrás antes de avanzar la cadera. Sin ese apriete estás estirando la lumbar y no el psoas: ese apriete es el ejercicio."
core-corredor,Core del corredor,strength,fig4,main,,,Figura 4 boca arriba,,Glúteo y piramidal,1,60s por pierna,,,1,0,,"Boca arriba, cruza un tobillo sobre la rodilla contraria y trae el muslo de abajo hacia el pecho. Empuja suave la rodilla cruzada hacia afuera con el codo. Empieza por el lado que sientes más rígido. Respira largo y no fuerces el rango."
