plan_id,plan_name_at_sale,date,payment_type,amount,tax,fee,earnings
602981,8 Week High-Volume Weight Loss: 5 Rides 🚴 + 2 Gym Lifts 🏋️ (Body recomposition),2026-01-09,Sale,62.49,12.5,15,34.99
480015,Plan 12 Semanas: Base Triatlón 🏊🚴🏃 + Gym 🏋️ - Mantenimiento - Pre temporada,2026-01-09,Sale,49.99,0,15,34.99
429685,Plan 13 Semanas: Triatlón Olímpico 🏊🚴🏃 (Polarizado 80/20),2026-01-10,Sale,49.99,0,15,34.99
603271,8 Week Low-Impact Weight Loss: Swim 🏊 + Full Gym Lifting 🏋️,2026-01-12,Sale,39.99,0,12,27.99
605023,[Objetivo 2026] Plan para bajar de peso: Ciclismo 🚴 + Fuerza en Gimnasio 🏋️,2026-01-12,Sale,41.59,1.6,12,27.99
567744,Triathlon: Média Distância | 20 Semanas | Intermediário | Recorde Pessoal,2026-01-17,Sale,38,0,11.4,26.6
439407,🇬🇧 London Marathon 2026: Run 🏃 + Gym 💪 | 18 Wk Intermediate (90-110k),2026-01-22,Sale,68.97,8.98,18,41.99
480116,Plan 20 Semanas: Triatlón Olímpico + Gym 🏋️ (Avanzado),2026-01-24,Sale,62.39,2.4,18,41.99
561409,13 Week HYROX Run Prep: Beginner (Dominate the Run),2026-01-25,Sale,56.74,6.75,15,34.99
603284,4 Week Low-Impact Kickstart: Swim 🏊 + Full Gym Lifting 🏋️,2026-01-27,Sale,19.99,0,6,13.99
606566,[Objetivo 2026] Plan para bajar de peso: Ciclismo 🚴 + Running 🏃 + Fuerza en Gimnasio 🏋️,2026-01-29,Sale,49.99,0,15,34.99
393676,Plan 8 Semanas: Tus primeros 3000m - Sistema polarizado 80-20,2026-01-31,Sale,39.99,0,12,27.99
493939,[2026 Weight loss] 16 weeks plan - Ride 🚴 + Run 🏃 + Lift 🏋️,2026-02-01,Sale,59.99,0,18,41.99
546026,16 Week Swim Performance: Speed & Endurance (Advanced 5x),2026-02-08,Sale,59.99,0,18,41.99
611863,16 Semanas HYROX Full Prep: Intermedio (🏃 Running + 🏋️‍♂️ Fuerza Integrada),2026-02-13,Sale,62.39,2.4,18,41.99
561949,13 Week HYROX Run Peak: Advanced (Elite Pace),2026-02-14,Sale,52.49,2.5,15,34.99
602972,8 Week Weight Loss - Watts/Kg Booster: 4 Rides 🚴 + 2 Lifts 🏋️ (Full Gym),2026-02-17,Sale,48.14,3.15,13.5,31.49
492331,Plan 14 Semanas: 21 km - Media Maratón 🏃 + Gym 🏋️ (Intermedios),2026-02-18,Sale,59.99,0,18,41.99
603286,8 Week Weight Loss SMART Mix: Ride 🚴 Run 🏃 + Home Strength 🏠 (No Gym),2026-02-21,Sale,46.79,1.8,13.5,31.49
493939,[2026 Weight loss] 16 weeks plan - Ride 🚴 + Run 🏃 + Lift 🏋️,2026-02-23,Sale,59.99,0,18,41.99
493932,Plan 14 Semanas: 21 km - Media Maratón 🏃 + Gym 🏋️ (Principiante),2026-02-22,Sale,60.0,0.0,18.0,42.0
603265,8 Week Low-Impact Weight Loss: Swim 🏊 + Home Strength 🏠 (No Gym),2026-02-23,Sale,40.0,0.0,12.0,28.0
480116,Plan 20 Semanas: Triatlón Olímpico + Gym 🏋️ (Avanzado),2026-02-28,Sale,59.99,0,18,41.99
437755,12 Week 5 km Build: Run 🏃 (Extended Speed),2026-03-06,Sale,49.99,0,15,34.99
395634,12 Week 5 km Power: Run with Stryd ⚡ (Extended),2026-03-06,Sale,49.99,0,15,34.99
480015,Plan 12 Semanas: Base Triatlón 🏊🚴🏃 + Gym 🏋️ - Mantenimiento - Pre temporada,2026-03-09,Sale,49.99,0,15,34.99
415129,Plan 8 Semanas: Triatlón Sprint Express 🏊🚴🏃 (Polarizado 80/20),2026-03-15,Sale,39.99,0,12,27.99
606077,[Objetivo 2026] Plan para bajar de peso: Running 🏃 + Fuerza en Casa 🏠 (Sin equipamiento),2026-03-16,Sale,41.59,1.6,12,27.99
606561,[Objetivo 2026] Plan para bajar de peso (bajo impacto): Natación 🏊 + Fuerza en Gimnasio 🏋️,2026-03-17,Sale,39.99,0,12,27.99
567304,Triathlon: Média Distância | 19 Semanas | Iniciante | Primeira Prova,2026-03-18,Sale,36,0,10.8,25.2
480017,Plan 12 Semanas: Base Triatlón 🏊🚴🏃 + Gym 🏋️ - Mantenimiento mayor volumen,2026-03-19,Sale,49.99,0,15,34.99
437630,Meia Maratona (21k) | 12 Semanas | Avançado | Foco em Performance | Sistema polarizado 80-20,2026-03-21,Sale,24,0,7.2,16.8
493939,[2026 Weight loss] 16 weeks plan - Ride 🚴 + Run 🏃 + Lift 🏋️,2026-03-21,Sale,59.99,0,18,41.99
602981,8 Week High-Volume Weight Loss: 5 Rides 🚴 + 2 Gym Lifts 🏋️ (Body recomposition),2026-03-22,Sale,54.99,5,15,34.99
603209,4 Week Weight Loss Kickstart: Run 🏃 + Full Gym Lifting 🏋️,2026-03-26,Sale,19.99,0,6,13.99
603403,8 Week Triathlon Weight Loss: Swim/Bike/Run + Full Gym Lifting 🏋️,2026-03-29,Sale,49.99,0,15,34.99
603286,8 Week Weight Loss SMART Mix: Ride 🚴 Run 🏃 + Home Strength 🏠 (No Gym),2026-03-29,Sale,48.7,3.71,13.5,31.49
493925,[Objetivo 2026] Plan 16 Semanas: Bajar de Peso - Mix 🏃🚴 + Gym 🏋️ (Cross-Training),2026-03-31,Sale,59.99,0,18,41.99
603230,8 Week Weight Loss FAT-MAX progression: 4 Runs 🏃 + 2 Lifts 🏋️ (Full Gym),2026-04-06,Sale,48.63,3.64,13.5,31.49
392378,Plan 8 Semanas: Natación Velocidad 🏊 - Sistema Polarizado (Principiante),2026-04-07,Sale,24.99,0,7.5,17.49
603393,4 Week Weight Loss Mix Kickstart: Ride 🚴 Run 🏃 + Full Gym Lifting 🏋️,2026-04-08,Sale,20.99,1,6,13.99
401095,4 Week Half Distance Swim Prep: Reach 1900m,2026-04-11,Sale,24.99,0,7.5,17.49
480128,Plan 24 Semanas: Triatlón FULL / Larga Distancia + Gym 🏋️ (Avanzado),2026-04-11,Sale,79.99,0,24,55.99
612575,Plano 12 Semanas: Base Maratona (Corrida 🏃 + Gym 🏋️) - Volume 55 a 90km / semana,2026-04-11,Sale,29.99,0,9,20.99
561949,13 Week HYROX Run Peak: Advanced (Elite Pace),2026-04-12,Sale,49.99,0,15,34.99
612231,8 Semanas HYROX Race Ready: Competición 🏁 (🏃 Running + 🏋️‍♂️ Estaciones),2026-04-13,Sale,62.39,2.4,18,41.99
612222,16 Week HYROX Full Prep: Intermediate (HYBRID - 🏃 Running + 🏋️‍♂️ Strength plan),2026-04-14,Sale,63.59,3.6,18,41.99
492331,Plan 14 Semanas: 21 km - Media Maratón 🏃 + Gym 🏋️ (Intermedios),2026-04-15,Sale,59.99,0,18,41.99
603288,8 Week Weight Loss SMART Mix: Ride 🚴 Run 🏃 + Full Gym Lifting 🏋️,2026-04-17,Sale,44.99,0,13.5,31.49
493939,[2026 Weight loss] 16 weeks plan - Ride 🚴 + Run 🏃 + Lift 🏋️,2026-04-18,Sale,59.99,0,18,41.99
435944,Maratona Performance | 12 Semanas | Vol. 3 (110km+) | Heart rate,2026-04-19,Sale,24,0,7.2,16.8
415129,Plan 8 Semanas: Triatlón Sprint Express 🏊🚴🏃 (Polarizado 80/20),2026-04-20,Sale,39.99,0,12,27.99
480116,Plan 20 Semanas: Triatlón Olímpico + Gym 🏋️ (Avanzado),2026-04-22,Sale,59.99,0,18,41.99
480015,Plan 12 Semanas: Base Triatlón 🏊🚴🏃 + Gym 🏋️ - Mantenimiento - Pre temporada,2026-04-23,Sale,49.99,0,15,34.99
493933,[Objetivo 2026] Plan 16 Semanas: Bajar de Peso - Triatlón 🏊🚴🏃 + Gym 🏋️,2026-04-26,Sale,59.99,0,18,41.99
408611,Ultra: 3800m a 5000m para avanzados - Polarizado - Sincroniza con Garmin - Reutilizable,2026-04-28,Sale,41.59,1.6,12,27.99
480015,Plan 12 Semanas: Base Triatlón 🏊🚴🏃 + Gym 🏋️ - Mantenimiento - Pre temporada,2026-04-28,Sale,49.99,0,15,34.99
606091,[Objetivo 2026] Inicia la pérdida de peso: Running 🏃 + Fuerza en Gimnasio 🏋️,2026-05-03,Sale,20.79,0.8,6,13.99
567303,Triathlon Olímpico | 16 Semanas | Iniciante | Base & Técnica,2026-05-03,Sale,32,0,9.6,22.4
493932,Plan 14 Semanas: 21 km - Media Maratón 🏃 + Gym 🏋️ (Principiante),2026-05-04,Sale,59.99,0,18,41.99
480015,Plan 12 Semanas: Base Triatlón 🏊🚴🏃 + Gym 🏋️ - Mantenimiento - Pre temporada,2026-05-07,Sale,49.99,0,15,34.99
479876,Fortalecimiento - 8 semanas - Protocolo 3 veces por semana - Fuerza máxima,2026-05-08,Sale,40,0,12,28
414883,"12 Week Polarized 80/20 - Improve FTP, VO2Max, Speed and Endurance",2026-05-09,Sale,53.49,3.5,15,34.99
493939,[2026 Weight loss] 16 weeks plan - Ride 🚴 + Run 🏃 + Lift 🏋️,2026-05-09,Sale,59.99,0,18,41.99
612084,16 Semanas HYROX: Avanzados - 🏃 Running (Volumen y carga) + 🏋️‍♂️ Fuerza (Máxima + potencia),2026-05-10,Sale,62.39,2.4,18,41.99
480015,Plan 12 Semanas: Base Triatlón 🏊🚴🏃 + Gym 🏋️ - Mantenimiento - Pre temporada,2026-05-11,Sale,51.99,2,15,34.99
395435,8 Week 5 km Power: Run with Stryd ⚡ (Beginner),2026-05-15,Sale,43.59,3.6,12,27.99
479876,Fortalecimiento - 8 semanas - Protocolo 3 veces por semana - Fuerza máxima,2026-05-15,Sale,41.6,1.6,12,28
493498,Plan 12 Semanas: Gran Fondo Build - Ciclismo 🚴 + Gimnasio 🏋️,2026-05-17,Sale,49.99,0,15,34.99
612222,16 Week HYROX Full Prep: Intermediate (HYBRID - 🏃 Running + 🏋️‍♂️ Strength plan),2026-05-17,Sale,63.59,3.6,18,41.99
408737,4 Week Swim Peak: 1500m Speed (Advanced),2026-05-18,Sale,24.99,0,7.5,17.49
480125,Plan 19 Semanas: Triatlón HALF / Media Distancia + Gym 🏋️ (Intermedio),2026-05-18,Sale,69.99,0,21,48.99
413817,"8 Week Polarized 80/20 - Improve FTP, VO2Max, Speed and Endurance",2026-05-19,Sale,43.29,3.3,12,27.99
606091,[Objetivo 2026] Inicia la pérdida de peso: Running 🏃 + Fuerza en Gimnasio 🏋️,2026-05-24,Sale,20.79,0.8,6,13.99
603403,8 Week Triathlon Weight Loss: Swim/Bike/Run + Full Gym Lifting 🏋️,2026-05-25,Sale,49.99,0,15,34.99
567304,Triathlon: Média Distância | 19 Semanas | Iniciante | Primeira Prova,2026-05-27,Sale,38.16,2.16,10.8,25.2
603392,4 Week Weight Loss Mix Kickstart: Ride 🚴 Run 🏃 + Home Strength 🏠,2026-05-28,Sale,20.99,1,6,13.99
434678,Plan 12 Semanas: Maratón Base - Frecuencia Cardíaca 💓 (Vol. <90km),2026-05-29,Sale,49.99,0,15,34.99
612222,16 Week HYROX Full Prep: Intermediate (HYBRID - 🏃 Running + 🏋️‍♂️ Strength plan),2026-06-01,Sale,67.79,7.8,18,41.99
567744,Triathlon: Média Distância | 20 Semanas | Intermediário | Recorde Pessoal,2026-06-01,Sale,40.28,2.28,11.4,26.6
480118,Plan 16 Semanas: Triatlón Olímpico + Gym 🏋️ (Intermedio),2026-06-02,Sale,62.39,2.4,18,41.99
561949,13 Week HYROX Run Peak: Advanced (Elite Pace),2026-06-04,Sale,49.99,0,15,34.99
562095,Plan 13 Semanas: Preparación HYROX Run 🏃 (Avanzado),2026-06-05,Sale,51.99,2,15,34.99
546026,16 Week Swim Performance: Speed & Endurance (Advanced 5x),2026-06-05,Sale,65.63,5.64,18,41.99
567305,Triathlon: Distância Completa | 22 Semanas | Iniciante | Cruzar a Linha,2026-06-08,Sale,42,0,12.6,29.4
603393,4 Week Weight Loss Mix Kickstart: Ride 🚴 Run 🏃 + Full Gym Lifting 🏋️,2026-06-09,Sale,19.99,0,6,13.99
612230,8 Week HYROX Race Ready: Competition Phase (🏃 Run + Stations),2026-06-10,Sale,39.99,0,12,27.99
567305,Triathlon: Distância Completa | 22 Semanas | Iniciante | Cruzar a Linha,2026-06-10,Sale,42,0,12.6,29.4
480288,Plan 23 Semanas: Duatlón Powerman Full 🏃🚴 + Gym 🏋️ (Avanzado),2026-06-13,Sale,83.19,3.2,24,55.99
546064,Plan 16 Semanas: Natación 🏊 + Gym 🏋️ - Potencia y Velocidad (Intermedio),2026-06-14,Sale,59.99,0,18,41.99
480116,Plan 20 Semanas: Triatlón Olímpico + Gym 🏋️ (Avanzado),2026-06-15,Sale,59.99,0,18,41.99
480020,Plan 17 Semanas: Triatlón Olímpico 🏊🚴🏃 (Principiantes),2026-06-16,Sale,62.39,2.4,18,41.99
480116,Plan 20 Semanas: Triatlón Olímpico + Gym 🏋️ (Avanzado),2026-06-16,Sale,59.99,0,18,41.99
567560,Triathlon Olímpico | 21 Semanas | Intermediário | Evolução,2026-06-22,Sale,38,0,11.4,26.6
480121,Plan 20 Semanas: Triatlón HALF / Media Distancia + Gym 🏋️ (Avanzado),2026-06-22,Sale,69.99,0,21,48.99
442189,Plan 19 Semanas: Triatlón HALF / Media Distancia 🏊🚴🏃 (Tu Primer Half),2026-06-22,Sale,69.99,0,21,48.99
408737,4 Week Swim Peak: 1500m Speed (Advanced),2026-06-23,Sale,24.99,0,7.5,17.49
493939,[2026 Weight loss] 16 weeks plan - Ride 🚴 + Run 🏃 + Lift 🏋️,2026-06-26,Sale,62.99,3,18,41.99
603286,8 Week Weight Loss SMART Mix: Ride 🚴 Run 🏃 + Home Strength 🏠 (No Gym),2026-06-27,Sale,44.99,0,13.5,31.49
429688,Plan 13 Semanas: HALF / Media Distancia Express 🏊🚴🏃 (Avanzado),2026-06-28,Sale,49.99,0,15,34.99
441250,Plan 20 Semanas: Triatlón HALF / Media Distancia Build 🏊🚴🏃 (Polarizado 80/20),2026-06-29,Sale,69.99,0,21,48.99
493947,"[2026 Weight loss] 16 week plan - Run 🏃 & Lift 🏋️ - Get leaner, stronger and faster!",2026-07-05,Sale,59.99,0,18,41.99
562094,Plan 13 Semanas: Preparación HYROX Run 🏃 (Intermedio),2026-07-06,Sale,49.99,0,15,34.99
480116,Plan 20 Semanas: Triatlón Olímpico + Gym 🏋️ (Avanzado),2026-07-17,Sale,59.99,0,18,41.99
603230,8 Week Weight Loss FAT-MAX progression: 4 Runs 🏃 + 2 Lifts 🏋️ (Full Gym),2026-07-20,Sale,47.24,2.25,13.5,31.49
612222,16 Week HYROX Full Prep: Intermediate (HYBRID - 🏃 Running + 🏋️‍♂️ Strength plan),2026-07-23,Sale,59.99,0,18,41.99
567303,Triathlon Olímpico | 16 Semanas | Iniciante | Base & Técnica,2026-07-23,Sale,32,0,9.6,22.4
606563,[Objetivo 2026] Plan para bajar de peso: Ciclismo 🚴 + Running 🏃 + Fuerza en Casa 🏋️🏠,2026-07-27,Sale,49.99,0,15,34.99
493045,Plan 12 Semanas: 10 km Prep 🏃 + Gym 🏋️ (Principiantes),2026-07-28,Sale,51.99,2,15,34.99
567302,Triathlon Sprint | 12 Semanas | Iniciante | Do Zero à Prova,2026-07-30,Sale,24,0,7.2,16.8
479876,Fortalecimiento - 8 semanas - Protocolo 3 veces por semana - Fuerza máxima,2026-08-06,Sale,40,0,12,28
603033,8 Week Time-Crunched Weight Loss: Run 🏃 + Home Strength 🏠 (No Gym).,2026-08-07,Sale,42.79,2.8,12,27.99
393660,Plan 4 Semanas: Natación 1500m 🏊 - Domina la Distancia (Intermedio),2026-08-10,Sale,24.99,0,7.5,17.49
493939,[2026 Weight loss] 16 weeks plan - Ride 🚴 + Run 🏃 + Lift 🏋️,2026-08-11,Sale,59.99,0,18,41.99
480015,Plan 12 Semanas: Base Triatlón 🏊🚴🏃 + Gym 🏋️ - Mantenimiento - Pre temporada,2026-08-14,Sale,49.99,0,15,34.99
602958,8 Week Time-Crunched Weight Loss: Ride 🚴 + Full Gym Lifting 🏋️ - Body recomposition,2026-08-17,Sale,43.75,3.76,12,27.99
437865,10k Evolução | 12 Semanas | Intermediário | Sistema polarizado 80-20,2026-08-21,Sale,24,0,7.2,16.8
435944,Maratona Performance | 12 Semanas | Vol. 3 (110km+) | Heart rate,2026-08-28,Sale,25.44,1.44,7.2,16.8
